id,text,label,language,has_slang,has_abbrev,source
1448,"woe cebong loe ya, dasar komunis, atheis, silipis, autis, salibis",1,id,1,0,tonneau_indonesian
1449,user ayohbangsa indonesia bersihkan etnis cina perompak aset negara,1,id,0,0,tonneau_indonesian
1450,mbah soleh pp jangan buru buru tolak wacana pilkada lewat dprd pp meminta wacana dikembalikannya sistem pemilihan kepala daerah,0,id,0,0,tonneau_indonesian
1451,.user bersama user mengajukan arsip presiden pertama ri sukarno sebagai nominasi memory of the world ke user. kumparannews,0,id,0,0,tonneau_indonesian
1452,dengan tuduhan cina membawa flakka ke indonesia utk merusak generasi muda indonesia.,1,id,0,1,tonneau_indonesian
1453,user ya allah aku berlindung kepada mua dari godaan setan yg terkutuk!,0,id,0,1,tonneau_indonesian
1454,"kayaknya kokinya bapak perlu belajar masak lagi ? cc bu user saya warga pesisir, ikan bisa di bakar, asap, goreng, pepes, ditandem aneka sambal, krupuk, baso, pempek, dll ? masakan khas ikan tiap daerah di nusantara banyak ? trust me its delici",0,id,0,1,tonneau_indonesian
1455,orang indonesia itu dongo nya keliatan banget dijalanan. ga mau kasih jalan buat pemadam kebakaran. udah gitu masih pada manfaatin ambil jalur dibelakang pemadam. asli goblok semua.,1,id,1,1,tonneau_indonesian
1456,user minggat gua dari line. cebong barbar isinya,1,id,1,0,tonneau_indonesian
1457,media di indonesia cina komunis,1,id,0,0,tonneau_indonesian
1458,kunyuk ngapain url,0,id,0,0,tonneau_indonesian
1459,o wahid found.. antek zionis rupanya.. baru tau gw,1,id,1,0,tonneau_indonesian
1460,pengetahuan tidak dapat menggantikan persahabatan. aku patrick lebih suka jadi idiot daripada kehilanganmu spongebob,0,id,0,0,tonneau_indonesian
1461,user alaah...kyak ente berhasil aja user ..cma poligamy prestasi ente yg berhasil...lain nya zonk..nol besar...kakean cocot kowe tu..nis,1,id,1,1,tonneau_indonesian
1462,"oke jadi barusan banget di malam jumat ini, aku lagi workout kecil kecilan dikamar sebelum tidur kan, nah pas lagi ngangkat ngangkat kaki tibatiba aku denger suara samar samar kaya ketawa gitu doong, mampus ga tuh",0,id,1,1,tonneau_indonesian
1463,mencari huruf hijaiyah dal anak islam bersama jamal laeli assalamualaikum adik adik... mari kita lihat...,0,id,0,0,tonneau_indonesian
1464,user ya ntar di di rw di lurah di camat di bupati sampai di gubernur sekalian ? ?,0,id,0,0,tonneau_indonesian
1465,user anjing komunis nggonggong bersahutan,1,id,0,0,tonneau_indonesian
1466,user mau periksa apa lagi ? bahkan bpk yg audit pak ahok aja uda tercydukk.. maling teriak maling,0,id,0,1,tonneau_indonesian
1467,ketahanan ideologi dan mental menjadi masalah terbesar dibandingkan masalah ekonomi dan pembangunan. budaya kita telah kehilangan jati dirinya.,0,id,0,0,tonneau_indonesian
1468,dengan gojek 9gantipresiden ayo viralkan cc user,1,id,0,1,tonneau_indonesian
1469,"user jokowi gak pernah salah, bahkan harga telur naikpun ayamnya yg salah.. udah geleh sama rejim beginian.. pengen cepet2 9gantipresiden",1,id,0,1,tonneau_indonesian
1470,user nanti ada rezim indonesia islam rezim amerika kristen ujung ujungnya islam vs budha vs kristen vs hindu senang kah anda?,1,id,0,0,tonneau_indonesian
1471,monyet ngebut nabrak anak kecil ! lol url,0,id,1,1,tonneau_indonesian
1472,"user disitu menandakan kedongoan lu, ngurusi perusahaan pribadinya aja ga becus gimana mau ngurusi negara yg lebih besar, btw pajaknya udah dibayar blum... wkwkwkwk... kampret dongo..",1,id,1,1,tonneau_indonesian
1473,"anda dibodohi diperbudak islam, muhammad mati diracun user badannya bau",1,id,0,0,tonneau_indonesian
1474,coba ada yg kordinir utk demo ke dpr suara rakyat bubarkan dpr save kpk,1,id,0,1,tonneau_indonesian
1475,ulama apresiasi kinerja jokowi,0,id,0,0,tonneau_indonesian
1476,user twt gw masih udik kayaknya masih perlu dididik lebih keras lagi,0,id,1,1,tonneau_indonesian
1477,gubernur jawa barat resmikan tiga monumen di kawasan ciletuh palabuhanratu,0,id,0,0,tonneau_indonesian
1478,user banyak kacung kacung yg mulai menampakan diri membela majikanya yg china keparat utk tidak di proses hukum...kacung pada cari muka,1,id,0,1,tonneau_indonesian
1479,faktanya cina2 parasit tuh ngotot belain si penista agama user,1,id,1,1,tonneau_indonesian
1480,"user lansung tag partainya... ga berani ya, berarti kau banci...",1,id,0,0,tonneau_indonesian
1481,"user kalau khalifah bagaimana prof. ? kan sudah sunatullah pastinya ? tuhan tidak menunjuk malaikat maka dari itu ada yang iri hati dan nggak setuju, kemudian dinamakan iblis. tugas manusia sbg khalifatullah untuk mengambil hikmah kebijaksanaan dari keduanya.",0,id,0,1,tonneau_indonesian
1482,user nih ya baca tai. udah dong jangan spam minta kado ! user url,1,id,1,1,tonneau_indonesian
1483,user di rezim ini banyak kaum penganut tololisme,1,id,0,0,tonneau_indonesian
1484,user adanya ngentod,0,id,1,0,tonneau_indonesian
1485,"user si cantik jago ngemut alias nyepong kontol , toketnya keliatan , jadi bikin sange , pengen juga dong kontol kaya gitu .",0,id,1,0,tonneau_indonesian
1486,"user iyah malah jadi ribet, padahal sekolah muhammadiyah di papua yang seluruh siswanya kristen saja, muridnya tidak ada yang dipaksa pakai jilbab, gurunya yg berjilbab karena memang muslimah ...",0,id,0,1,tonneau_indonesian
1487,"user emang semua yg gak beriman kepada allah itu kafir, dan semua nabi yg pernah diutus beriman kepda allah, trus lo maksain referensi orang kafir, pake kaidah orang muslim, lu maksain resep dokter buat bikin rumah namnya, gak nyambung dongoo",1,id,1,1,tonneau_indonesian
1488,user muka lu kaya homo wkwkw,1,id,1,0,tonneau_indonesian
1489,user mas cocok kalo bawa pisang. kaya monyet. ujarnya lalu menjulurkan lidah.,0,id,1,0,tonneau_indonesian
1490,user bukan lah anjir nick pas jd bona kimjiy tp w mau make unhi nick dr lama tp kalo unhi pasti dikira universitas hindu indonesia,0,id,1,1,tonneau_indonesian
1491,dan selamat atas kemenangannya untuk bapak anies sandi. semoga jakarta bisa bersatu lagi,0,id,0,0,tonneau_indonesian
1492,"tiap gue pake celana pendek di atas dengkul dibilang banci, pake di bawah dengkul dibilang gak gaul. mending gak pake celana deh..",0,id,1,1,tonneau_indonesian
1493,"user kenyataannya tuannya akan mengimpor bawang putih dr negara komunis.. kl yg konsisten dgn ucapannya,haram hukumnya mengkonsumsi produk aseng asing",1,id,0,1,tonneau_indonesian
1494,"kalau stigma pki, komunis, kafir, munafiq dan babi boleh dilanjutkan ya bpk dpr? bhkn blh tuh teriak gantung, bunuh n usir wni etnis cina",1,id,1,0,tonneau_indonesian
1495,"buat status jomblo nya udah terlalu lama ,giliran ada cowok yg koment stts nya sok cuek.. cewek bajingan dahak biawak kadal aer..",1,id,1,1,tonneau_indonesian
1496,user benamkan dan ! rezim anti islam !,1,id,0,0,tonneau_indonesian
1497,user ya udah supaya g lompat 9gantipresiden,1,id,0,1,tonneau_indonesian
1498,... dari tubuhku yang kurus ini. walau masih muda orang itu memiliki punggung yang sudah terlihat tegap dan lebar. matanya sipit dengan dua tanda di kelopaknya dan garis wajahnya terlihat menggambarkan watak galak. cont.,0,id,0,0,tonneau_indonesian
1499,"user tokohperubahan adalah mereka yang telah memberikan kontribusi nyata berkelanjutan untuk memajukan suatu masyarakat dalam berbagai bidang, seperti ekonomi, budaya, kesehatan, dan sebagainya.",0,id,0,0,tonneau_indonesian
1500,karena fadli zon dan fahri hamzah kena pindak pidana pajak gara2 keseret kasusny handang yg udh d tangkap dlu an ma petugas kpk,0,id,0,1,tonneau_indonesian
1501,pak saya setuju kalo pak jadi gubenur karena kerja pak sangat bagus kerena kerja pak basuki tegas keluarga kami mendukung pak basuki,0,id,1,0,tonneau_indonesian
1502,"saya sudah wanti wanti supaya itu dokter tobat tetep aja ga bisa, ngapain pernah seorganisasi katolik sama saya kalau akhirnya ke universitas kristen?",0,id,0,1,tonneau_indonesian
1503,user perek doyan di gagahin,0,id,0,0,tonneau_indonesian
1504,user ayo nusantarakan semua perusahaan asing yg ada di indonesia...,0,id,0,1,tonneau_indonesian
1505,"sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. percuma cantik kalo otaknya murah.",0,id,1,0,tonneau_indonesian
1506,user iyaa ukhti. betul hehehe,0,id,0,0,tonneau_indonesian
1507,yang laporin abu janda ga salah bos tr bisa2 ente yg di laporin bro..,0,id,1,1,tonneau_indonesian
1508,user trus kalo sdh rasa jijik elu bisa masuk surga?,0,id,1,1,tonneau_indonesian
1509,"bajingan ni bocah jangan di ampuni kalo ditemukan hidup langsung bunuh,,kalo mati langsung di bakar,,",1,id,1,0,tonneau_indonesian
1510,user kemarin di hujat sekarang mengharap dasar para bani kamprey,1,id,0,0,tonneau_indonesian
1511,gw yakin suatu saat pasti pak user akan ada patungnya sebagai tanda jasa entah itu di indo atau di madame tussaud.,0,id,1,0,tonneau_indonesian
1512,"gara2 udah drama film korea yg ditonton bersetting wktu jadi penasaran ada apa korsel ditahun itu, mngkin banyak kenangan sejarah dtahun itu kali ya, dimulai olimpiade seoul, korsel lgi anti2ny sama komunis, sering gesek gesekan sama tetang",0,id,0,1,tonneau_indonesian
1513,aktor huruhara prabowo s ingin lengserkan pemerintahan jokowi... nyata,1,id,0,0,tonneau_indonesian
1514,model bajunya mr j kok mirip sama prabowo. kenapaah 9gantipresiden 9tetapjokowi,0,id,1,1,tonneau_indonesian
1515,"bismillah, insyaallah besok rabu, april, . 0wib. penyidik polda jawa timur akan memeriksa dan meminta keterangan saksi yang bernama sdr. saikho as'ali, s.h., terkait dengan laporan polisi yang di buat tentang dugaan penodaan agama dengan terlapor sdri",0,id,0,1,tonneau_indonesian
1516,user adam hawa kali. kalo hawa hawa mah lesbi.,0,id,1,0,tonneau_indonesian
1517,yg dulu ngacir waktu di datangi oleh ulama dan jama'ah siapa ya...? yg dulu nembakin gas air mata ke arah ulama dan jama'ah dgn cara membabi buta siapa ya..? yg diam saat ulama di fitnah bahkan di teror habis?an siapa ya..? 9gantipresiden,1,id,0,1,tonneau_indonesian
1518,"user bodo, lu aja nenek kan",1,id,1,1,tonneau_indonesian
1519,"user yang ngejijikin, dia ga ngakuin itu anaknya dan ga mau ngaku kalo dia ngedukung prabowo. pendeta setan.",1,id,1,1,tonneau_indonesian
1520,user lebih tambah jatuh hati deh jadinya tak bisa berpaling ke pilihan yg lain tetap ke pak ahok djarotlah yg terbaik,0,id,1,1,tonneau_indonesian
1521,user lidah buaya.,0,id,0,0,tonneau_indonesian
1522,user antek komunis.. biadab. jongos cina,1,id,0,0,tonneau_indonesian
1523,user link baru ! yang ini nih baru asli bapak indo yang nonton bakal ngaceng terus apalgi kalo download full video dari awal,0,id,1,0,tonneau_indonesian
1524,"user menyerah sebelum berperang, cupu!",1,id,1,0,tonneau_indonesian
1525,"jalanjalansiang bagai rumah bawah ranah yang indah, seorang pendiam dan culun walau dengan bakar besar user",0,id,1,0,tonneau_indonesian
1526,?doa yg tidak di aminkan malaikat. 9gantipresiden,0,id,0,1,tonneau_indonesian
1527,sungguh rezim jokowi lebih sadis dri kekuasaan soeharto berpuluhan tahun lamanya.,1,id,0,1,tonneau_indonesian
1528,ahok si penghina al qur'an dan ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar t.co btkcetnk0g,1,id,0,1,tonneau_indonesian
1529,user loh g tau y bapak prabowo salah satu geng menteri permesta ? pendiri pks anak dari di tii. pemberontak pengkhianat,1,id,0,1,tonneau_indonesian
1530,kalo ada masjid yg lebih tua dr candi candi milik kerajaan hindu budha di nusantara ini baru kalian boleh usir cina klo ga kalian cm pendatang.,1,id,1,1,tonneau_indonesian
1531,"cinta tidak harus memiliki kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. cinta itu harus memiliki, bego.",1,id,0,1,tonneau_indonesian
1532,user kucing i kalau terbuka pintu sikit terus panjat pagar belajar dr monyet ke apa,0,id,0,1,tonneau_indonesian
1533,"sendirian, ibu negara blusukan ke sumut warta ekonomi",0,id,0,0,tonneau_indonesian
1534,user min minta jadwal kereta jakarta kota pondok cina jam . . makasih,0,id,1,0,tonneau_indonesian
1535,user karna kamu mirip tai x8,1,id,0,1,tonneau_indonesian
1536,user banyak cocot kau cangkemu cuk.,1,id,0,0,tonneau_indonesian
1537,"dengan senang hati. si cewek tadi dilepasin dan si mbaknya naik ke angkutan umum itu. jadilah di mbaknya di gang bang sama para rapist kunyuk itu. setelah selesai, si mbaknya balik ke mobilnya. sebelum ngegas pergi, dia bilang ke para rapist itu.",1,id,1,0,tonneau_indonesian
1538,user makan tu titit,0,id,0,0,tonneau_indonesian
1539,user aku berlindung kepada allah dari godaan setan yg terkutuk. aku memohon kepada allah agar tidak merasa paling islam sendiri dan mudah menyahlahkan orang lain.,0,id,0,1,tonneau_indonesian
1540,"wakil ketua umum partai demokrat, syarif hasan mengunjungi kantor dpp pks, selasa . diterima oleh presiden pks mohamad sohibul iman dan sekjen pks mustafa kamal, pimpinan kedua partai ini tampak akrab membicarakan tentang isu isu kebangsaan dan s",0,id,0,0,tonneau_indonesian
1541,"user itu adalah ceramah untuk kalangan internal dan sy yakin setiap pemuka agama akan mengkhutbahkan yg sama, sama kyk istilah kafir untuk non muslim dlm agama islam dan domba tersesat dlm agama kristen, klo dogma agama bs",0,id,0,1,tonneau_indonesian
1542,"berbeda sedikit dibanding selama era jokowi, pada era china dan as tak terlibat secara langsung. penyingkiran islam pada era itu dominan dilakukan oleh rezim orba csis elit tionghoa katolik radikal tanpa partisipasi komunitas tionghoa dan sempa",0,id,1,0,tonneau_indonesian
1543,sekolah agama bukan pengukur iman seseorang.,0,id,0,0,tonneau_indonesian
1544,user mampus lu a dia juga sama kek gua wkwk,1,id,1,0,tonneau_indonesian
1545,user edan jauh2 dari pbg ke pwt hanya untuk ngeles,0,id,1,1,tonneau_indonesian
1546,user hei jongos penista agama kami muslim udh bangkit tdk akan dukung jongos ahok,1,id,0,1,tonneau_indonesian
1547,waktu masih gubernur dki pertarungan soal kasus sumber waras yg terang benderang ada audit investigasi kpk begitu susahnya periksa ahok.,1,id,0,1,tonneau_indonesian
1548,user ...anti aseng...,0,id,0,0,tonneau_indonesian
1549,user maju lu sini anjing ! guwe mahu namparinn loo brengsek !? !?. !.!,1,id,1,0,tonneau_indonesian
1550,"user profile anda sih cukup berumur, tapi kemampuan berfikir otak anda nggak lebih dari anak sd yg percaya saja dg tulisan blogger. tua kacrut.",1,id,1,1,tonneau_indonesian
1551,user medali indonesia di olimpiade dipersembahkan oleh orang2 kristen. mikir...,0,id,0,1,tonneau_indonesian
1552,tolong entot silit ku dong om faaiz ardhi bambang priyo ridwan hasian firdaus,0,id,1,0,tonneau_indonesian
1553,user kelakar kan hahhaha mmg klaka pon sbb cerita cinta monyet masa skolah menengah,0,id,1,0,tonneau_indonesian
1554,partai yg walkout adlh partai besar semua. banteng nyungsep. kunci ditangan rakyat.jgn nunggu smp2 langsung lengserkan jokowi. revolusi,1,id,0,1,tonneau_indonesian
1555,"sorre gengss warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini, sabtu sebabaduy2",0,id,0,1,tonneau_indonesian
1556,setya novanto lebih kebal dari madara kayaknya kalo entar mati juga tinggal edotensei lagi,1,id,1,0,tonneau_indonesian
1557,"user tapi gua penasaran sebenernya itu bener ga sih ahahah apa nyari kambing hitam aseng aja.. rusia juga misterius, diem aja ga nanggapin apa2.. ya tp kalo secepetnya bisa bikin hancur mrk gpp asal jangan drag us all juga ahahaha pemerintah",1,id,1,1,tonneau_indonesian
1558,nyolok headset ke hp ternyata ga kecolok dalem... kampret.,0,id,0,1,tonneau_indonesian
1559,wibu ngga ada kelas. ngga ada noob ngga ada expert. one for all. all for one.,0,id,0,1,tonneau_indonesian
1560,media prima ni sebenarnya dah miskin. sampai terpaksa buat home shopping dgn syarikat korea. berita pun lagi teruk dari fake news. patut bungkus je dgn drama drama sampah sarap tu.,0,id,1,1,tonneau_indonesian
1561,gapernah mendalami al quran ya bang ? pantesan mulutnya kaya orang kafir bejat hina farhatabbaslaw,1,id,1,0,tonneau_indonesian
1562,". sebagai anak bangsawan dan cendekiawan, dan tumbuh berkembang sebagai menantu presiden, secara psikologis telah membuat prabowo menjadi orang yang sangat tinggi pride nya. rasa bangga dirinya sangat tinggi. dia tidak pernah siap untuk dilecehkan atau di",0,id,0,0,tonneau_indonesian
1563,"user kenapa ngotot sekali ngasih atribut nusantara? karena islam tanpa atribut, menohok jantung ide liberal, syiah, komunis..",0,id,0,0,tonneau_indonesian
1564,"user waketum user , cuci congor user dahulu..., agar yang keluar dari congornya gak asal, jadi kalian gak perlu repot cuci tangan . ketua kalian user yang lempar batu , kalian mau sembunyi tangan ?",1,id,0,1,tonneau_indonesian
1565,user guard warga asing ke bii?,0,id,0,0,tonneau_indonesian
1566,"biasakan mencari sumber berita yang jelas. ini saya bantu kasih link, website resmi yang membangun bandaranya. perencanaan memang udah lama, tapi groundbreaking dimulai oleh jokowi.",0,id,0,1,tonneau_indonesian
1567,"ustadz dan ulama bicara politik dibully diminta berhenti. anggota parlemen kritik, dimaki2 dibilang group sakit hati. tokoh nasional kritik, dibunuh karakternya. pejabat aktif rajin kritik dipecat. terus penjilat saja yg boleh bicara politik menyanju",1,id,0,1,tonneau_indonesian
1568,"waktu mata pelajaran ekonomi di smp sma, bolos mz? apa remedial? ? ? ? ?",0,id,0,0,tonneau_indonesian
1569,salah satunya nabi hud. siapa nabi hud menurut tradisi arabislam? adakah padanannya dlm tradisi ibrani yahudi?,0,id,0,1,tonneau_indonesian
1570,user fitnah fitnah tapi dilike juga dasar onta,1,id,0,0,tonneau_indonesian
1571,. sayaang kamu dimana? by 9x udah makan? aku takut diajak minum sebatang boleh? x,0,id,0,1,tonneau_indonesian
1572,kan dermawan makanya bagi2 sembako. tka aja dibagi lapangan kerja ?,0,id,1,1,tonneau_indonesian
1573,"aparat sipil,tni, polri yg belum punya rumah akan di sediakan presiden jokowi. april .",0,id,0,1,tonneau_indonesian
1574,user komunis anjing wkwkw,1,id,0,0,tonneau_indonesian
1575,"ya. bagiku ketika aku melihat seseorang mabuk karena minuman keras, bisa menjadi sebuah pelajaran. contohnya setelah melihat si syamsudin. oh, aku gak boleh mabuk seperti itu. biar gak jadi goblog begitu kukira.",0,id,0,1,tonneau_indonesian
1576,.pemimpindarimasjid adalah pemimpin yg dapat mengajak kita untuk menjalankan syariat islam secara sungguh sungguh. jatuhkan pemimpin non muslim,1,id,0,1,tonneau_indonesian
1577,parpol juga tidak memiliki nasionalisme dan lebih mempromosikan negara2 asing. parpol ini antek asing,1,id,0,1,tonneau_indonesian
1578,user orang gila aja belum tentu percaya... klo kelas user langsung ditelan...cebong kan g punya otak,1,id,1,1,tonneau_indonesian
1579,"bukan caci maki lagi, juta bahkan juta siap lengserkan jokowi, coba pasti salah jokowi lagi..",1,id,0,0,tonneau_indonesian
1580,"mau tanya sama guntur romli, bener gak neh",0,id,0,1,tonneau_indonesian
1581,user kamu jurusan ipa?. kok malu2in bgt. nggapernah diajarin sama gurunya dek kalo baca tuh jangan setengah2. bagaimana memaknai sebuah kalimat kalau cuma setengah yang kamu kaji?. generasi micin ya dek. belajar sama guru b.indonesia sonoh biar,1,id,1,1,tonneau_indonesian
1582,user titit berjamaah dumxcamping,0,id,0,0,tonneau_indonesian
1583,user pake kntl siapa. punyamu dicopot dulu?,0,id,0,0,tonneau_indonesian
1584,"user eehm...justru kristen katolik dan kristen protestan udah membumi nusantara duluan mas2... ibadahnya, kitabnya, lagunya, udah gaya jawa, batak, flores, toraja ds",0,id,0,1,tonneau_indonesian
1585,"user nti ketauan dong syp yg anaknya pemberontak jaman dulu, ketauan juga dong yg neken kontrak dgn pt freeport jaman dulu, ketauan juga dong syp yg keturunan tionghoa, ketauan juga dong yg masuk islam karna jadi mantu presiden jaman dulu.",1,id,1,1,tonneau_indonesian
1586,bubarkan iluni ui,1,id,0,0,tonneau_indonesian
1587,bal balan digabung neng agama yo ngene ki,0,id,0,0,tonneau_indonesian
1588,"user cie cie bani cebong pura pura gag dibayar, cie cie dasar cebong, disodorin tulang aja cepat apalagi uang wkwkw",1,id,0,1,tonneau_indonesian
1589,user luhut si muka bajingan skrng perusahaany bnyk duit dr mn dia,1,id,0,1,tonneau_indonesian
1590,seharian bedrest. gua pikir udah malem. ternyata baru setengah . bajingan,0,id,1,1,tonneau_indonesian
1591,user emang ahok siapa ? orang penting ? dia hanya penista agama !,1,id,1,0,tonneau_indonesian
1592,user pernah denger pepatah proses lebih penting drpada hasil gak? gue sih bakal kasih appreciate bgt ke tim karna wow perjuangan mereka buat perform gaada cacat itu keren bgt,0,id,1,1,tonneau_indonesian
1593,user si roki garong bukan hanya bodoh bahkan dia orangutan paling dongok... dia mmg ga nyebut kitab suci agama tertentu... berarti dia anggap semua kitab suci adalah fiksi... benar2 pemikiran seorang,1,id,0,1,tonneau_indonesian
1594,"user critical eleven, posesif, habibie dan ainun, laskar pelangi, marlina si pembunuh dalam empat babak, sekala niskala, my idiot brother, film filmnya ernest juga kocak tuh wajib ditonton",0,id,1,0,tonneau_indonesian
1595,"user kelemahan gerindra itu ada di orang ini,...prabowo turun elektabilitasnya karena congor fadlizon spt durno",1,id,0,1,tonneau_indonesian
1596,"user ketika lo lagi jilat vagina si cewek, jilatlah luar dalam vagina dan gigitlah klentit ny, jilatlah vagina sampai dalam agar ni",0,id,1,0,tonneau_indonesian
1597,"apakah allah benci orang gendut? bismillah was shalatu was salamu ala rasulillah, amma badu, ada beberapa dalil yang menunjukkan celaan bagi orang gemuk karena banyak makan. diantaranya, dari imran bin... url",0,id,0,0,tonneau_indonesian
1598,ini yan plin plan medianya apa siapa ?,0,id,0,0,tonneau_indonesian
1599,"user ada kok berita nya pak geogle aja,, oh ya kan ada peraturan pemerintah yg mempermudah masuk nya tka ke indonesia,, jdi soal tka ngak perlu di bantah karna ada uu yg mendukung x8",1,id,1,1,tonneau_indonesian
1600,"takabur bisa lahir dari siapa saja. penguasa, rakyat, ulama maupun cendikia. bahkan iblis mahluq yg alim dan telah beribadah beratus2 th dilaknat krn hasud takabburnya...",0,id,0,1,tonneau_indonesian
1601,user yg ideal sih itu. tp tdk menutup buat si jd presiden dunia khayal,0,id,1,1,tonneau_indonesian
1602,yusril kelompok islam tertindas di era jokowi.? fakta 9gantipresiden,1,id,1,1,tonneau_indonesian
1603,"baru tahu kalau greg graffin juga punya album folky atau malah country tradisional berjudul millport. tapi, yg namanya greg, evolutionary biologist, dan pentolan bad religion, penggagas punk manifesto, musik countrynya jadi ganjil country tanpa kris",0,id,0,1,tonneau_indonesian
1604,user user us oh cute indo anjing cakep us lol indo anjing ngakak us what do you mean? indo anjing ga jelas,0,id,1,1,tonneau_indonesian
1605,gk usah ngomong ahok dia udh di imajinasi skrang tinggal tunggu pelantikan gubernur berbaur sara anies sandiaga uno oktober,1,id,1,1,tonneau_indonesian
1606,geng2 liberal dan komunis selalu kata komunisme yang sebenar masih tak diamalkan lagi . pernah dengar geng2 fasis dan sosialis nasional selalu komplen kata ideologi mereka pegang yang sebenar masih tak diamalkan?,0,id,0,1,tonneau_indonesian
1607,ganyang pki dan antek anteknya orang orang dan partai pendukungnya url,1,id,0,0,tonneau_indonesian
1608,mantap programnya asyik asyikm3nang,0,id,1,1,tonneau_indonesian
1609,user so dick end sangat kntl berakhir,0,id,0,0,tonneau_indonesian
1610,user prank level tai anjing... url,0,id,0,0,tonneau_indonesian
1611,user goblok permanen...,1,id,0,0,tonneau_indonesian
1612,"user karena sdh terdesak akan kehancuran kampret yg kian melemah dn terdegedrasinya elektabilitas junjungannya, lalu mohon istilah cebong dn kampret itu tdk diteruskan distop aja . dsr kampret. krn kepepet. akibatnya mencret. lalu minta",0,id,0,1,tonneau_indonesian
1613,"grombolan kadal jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 budek..dasar grombolan cingkrang url",1,id,0,1,tonneau_indonesian
1614,nak..kamu lihat istana di sebrang sana..? berdoa'lah bersama ayah dan rakyat semuanya nak... semoga tahun depan pemimpin yg sekarang tinggal di sana... pulang ke kampung halamanya tidak lagi tinggal di sana.. 9gantipresiden,1,id,1,1,tonneau_indonesian
1615,"user celeng hutan atau celeng peliharaan tetaplah babi, begitulah dia",0,id,0,0,tonneau_indonesian
1616,user ngomong ama silit,0,id,1,0,tonneau_indonesian
1617,"user sebenar nya tdk masalah.. yg jd masalah.. pendukung nya pd goblok semua... teriak2 cina... teriak2 impor... teriak2 aseng, antek aseng... ujung2 nya impor dan aseng juga... goblok gk tu...",1,id,0,1,tonneau_indonesian
1618,kata buat lo ! bajingan,1,id,1,0,tonneau_indonesian
1619,user salam pak pasek. bagaimana sistem pengembangan perkampungan budaya di bali. kita sedang advokasi pengalihan hak komunitas rumah adat minangkabau menjadi aset daerah dlm rangka pengembngan wisata,0,id,0,1,tonneau_indonesian
1620,user palestina yang islam engga pernah merdeka tapi palestina yang yahudi lah yang dimerdekakan ingriss,0,id,1,0,tonneau_indonesian
1621,"sesuai tap mprs harus di pecat.. kalo jokowi diam.. maka jokowi lah pelanggar tap mprs ! layak di lengserkan ! kalo mpr , takut.. ulang",1,id,1,0,tonneau_indonesian
1622,user kalau felix pilih agama tinggalkan negara ini.,1,id,0,0,tonneau_indonesian
1623,user nyamuk keparat..,0,id,0,0,tonneau_indonesian
1624,user kalo anda mliat agama mayoritas yg slalu mrasa ttindas dan traniaya... brti anda sdh nyampe di indonesia. !,1,id,1,1,tonneau_indonesian
1625,user wkwkk bani kacung penggemar jamban ...dongok lu optimal cung,1,id,1,0,tonneau_indonesian
1626,sepupu bos gw punya fb.. namanya sin ting.. sebagai orang indonesia kalo baca nama fb nya pasti wa ngakak. akhirnya wa bilang kalo sinting dalam bahasa indonesia artinya crazy. dan mereka tertawa.,0,id,1,1,tonneau_indonesian
1627,"user kl gitu gua onta arab, salken ye",0,id,1,0,tonneau_indonesian
1628,user suruh minum pipis onta dulu nich bangke abu biar tambah bego,1,id,0,0,tonneau_indonesian
1629,user ngga ada kucing yang kesurupan karena kucing adalah setan,0,id,0,1,tonneau_indonesian
1630,"user limbat bloon, ya allah.",1,id,0,0,tonneau_indonesian
1631,"user ,, ahok paham, bhw pb nya akan dijadikan bahan utk menyerang p jokowi oleh kelompok bani togel kang ,, spt halny pemberian remisi kpd napi . teroris, koruptor dan narkoba kang ,, jd p ahok ingin bebas murni, spy tdk ada",1,id,0,1,tonneau_indonesian
1632,user huahahaha dengan tidak langsung mengakui yah beliau memang pinokio. masih mau milih dia jadi presiden ? ? kalau iya berarti anda cebong dungu,1,id,0,0,tonneau_indonesian
1633,new post presiden jokowi soroti minimnya promosi asian games has been published on warta online,0,id,0,0,tonneau_indonesian
1634,ya ini mirip jg dgn pejabat dulu yg tak mau dikait2kan dgn pki,0,id,0,1,tonneau_indonesian
1635,jawaban soal nomor anaknya kehilangan tangan dan kaki karena menginjak ranjau. si anak pengen kasihtau kabar buruk ke kedua orangtuanya tentang kondisinya. orang tuanya nggak mau nerima orang cacat karena merasa bakal jadi beban. sakit hati denger,0,id,0,1,tonneau_indonesian
1636,"user kao kalah lae, dgn penjual pasar tradisional yg sadar 9gantipresiden laen kali kao perbanyak makan mie gomak lae.",1,id,0,1,tonneau_indonesian
1637,user kurang kerjaan amat lempar2 batu bang . gw mah ga kaya temen2 lo lempar2in bus pemain pake bom molotov,0,id,1,1,tonneau_indonesian
1638,entot adek mas ah ah terus mas enjot memek adek,0,id,0,0,tonneau_indonesian
