id,text,label,language,has_slang,has_abbrev,source
1333,"atheis tuh fr paling noise soal kebebasan, but the moment anyone criticizes them they completely lose it",1,mixed,0,0,generated
1334,"timnas basket menang tadi, gue literally teriak sendiri di kamar, honestly the whole team played out of their minds",0,mixed,0,0,generated
1335,"perempuan mah emang gak cocok kerja di bidang teknik, they're simply not wired for that kind of analytical thinking",1,mixed,0,0,generated
1336,"gue lagi berjuang bgt sama body image, i look in the mirror and i don't even recognize myself anymore, it's scary",0,mixed,0,0,generated
1337,"kaum LGBT tuh emang fr menyimpang dari kodrat manusia, no amount of science can make it genuinely normal",1,mixed,0,0,generated
1338,"drama cancel culture di twitter hari ini bikin gue exhausted bgt, everyone is so ready to destroy someone instantly",0,mixed,0,0,generated
1339,"orang-orang dari suku tertentu itu literally gak bisa dipegang kata-katanya, they say one thing and consistently do another",1,mixed,0,0,generated
1340,"pesen makanan online tp nyampenya 1.5 jam, the food was cold and honestly gue gak mau pesen dari sana lagi",0,mixed,0,0,generated
1341,"org miskin tuh emang fr gabisa naik kelas, they don't have the mindset or the will to change their situation",1,mixed,0,0,generated
1342,"gue jalan-jalan ke pasar malam sm @user, honestly gue kangen suasana kayak gini, so nostalgic dan wholesome bgt",0,mixed,0,0,generated
1343,"kaum pendatang itu selalu cari muka doang, they only integrate just enough to get whatever benefit they're after",1,mixed,0,0,generated
1344,"lagi belajar masak sendiri dan gue literally hanguskan telur dadar, deadass gue hopeless bgt di dapur wkwk",0,mixed,0,0,generated
1345,"orang Arab tuh emang gak akan pernah bisa diajak hidup berdampingan, they always want to dominate any space they enter",1,mixed,0,0,generated
1346,"gue ketinggalan deadline apply internship, honestly gue mau nangis, that was literally my dream company this semester",0,mixed,0,0,generated
1347,"golongan mereka tuh fr gak pantes dikasih kepercayaan, they've betrayed it every single time without exception",1,mixed,0,0,generated
1348,"tadi ojol gue nyasar 2x, honestly gue paham dia kebingungan tp gue juga udah late bgt, was so stressful",0,mixed,0,0,generated
1349,"perempuan yg terlalu agresif tuh biasanya ada masalah besar di dalemnya, they overcompensate for their insecurities",1,mixed,0,0,generated
1350,"gue abis nonton film horor sendirian, biggest mistake of my life honestly, gue literally takut buat ke kamar mandi",0,mixed,0,0,generated
1351,"mereka dari kalangan itu literally harus dijauhkan dari posisi penting, they'll just corrupt every system they enter",1,mixed,0,0,generated
1352,"lagi ngerasain overthinking parah bgt, i keep replaying old conversations in my head and it absolutely won't stop",0,mixed,0,0,generated
1353,"orang Cina itu fr gak punya loyalitas sama negara ini, they only ever care about their own people",1,mixed,0,0,generated
1354,"gue dapet tiket gratis konser dari @user, honestly ini yang gue butuhkan setelah seminggu penuh tekanan",0,mixed,0,0,generated
1355,"gay tuh emang abnormal, no matter what the media keeps pushing it will never truly be accepted as natural",1,mixed,0,0,generated
1356,"gue nyoba bikin kopi sendiri di rumah, honestly hasilnya gak separah yg gue kira, mau coba lagi besok",0,mixed,0,0,generated
1357,"kaum atheis tuh fr gak ada yang tulus dalam pertemanan mereka, they only befriend you when you're useful to them",1,mixed,0,0,generated
1358,"gue diundang ke nikahan temen SMA bulan depan, honestly gue happy banget buat dia, they seem genuinely in love",0,mixed,0,0,generated
1359,"org dari golongan rendah itu emang literally gak bisa dipercaya, they have no standards and no real principles",1,mixed,0,0,generated
1360,"lagi scroll ig dan semua org kayak keliatan happy bgt, lowkey gue isolated bgt fr, idk gabisa relate sama sekali",0,mixed,0,0,generated
1361,"orang Batak tuh emang fr gak tau cara halus, they think every problem needs to be solved through confrontation",1,mixed,0,0,generated
1362,"gue abis ngobrol panjang sm temen lama via call, honestly itu jenis ngobrol yang bikin gue ngerasa recharged again",0,mixed,0,0,generated
1363,"perempuan feminist tuh biasanya yg paling gak dapet kasih sayang, they radicalize because they're deeply bitter inside",1,mixed,0,0,generated
1364,"kelas online hari ini dosen-nya mati koneksi 3 kali, deadass gue give up, belajar sendiri aja deh fr smh",0,mixed,0,0,generated
1365,"golongan kafir itu emang selalu cari cara buat merusak aqidah orang, they're deliberately and strategically subversive",1,mixed,0,0,generated
1366,"gue tadi lari pagi dan ketemu hujan di tengah jalan, honestly gue gak nyesel sih, it actually felt so freeing",0,mixed,0,0,generated
1367,"kaum LGBT itu fr meracuni pemikiran anak muda, they've hijacked every single platform to push their agenda",1,mixed,0,0,generated
1368,"baru ngeh kalo toko favorit gue bakal pindah lokasi jauh banget, honestly ini devastating news, gue kecewa bgt",0,mixed,0,0,generated
1369,"mereka dari sana tuh emang fr gak punya etika sosial, they behave like they own every space they ever enter",1,mixed,0,0,generated
1370,"gue gak makan dari siang karena lupa, suddenly remembered and now i'm absolutely raiding the fridge no mercy",0,mixed,0,0,generated
1371,"orang-orang seperti mereka tuh literally burden buat masyarakat, they consume resources without ever contributing back",1,mixed,0,0,generated
1372,"gue nangis di shower pagi ini, honestly gue gak tau kenapa, just overwhelmed by everything around me lately",0,mixed,0,0,generated
1373,"atheis tuh emang fr gak punya rasa syukur sama sekali, they take everything for granted and complain anyway",1,mixed,0,0,generated
1374,"timnas main bagus bgt di babak pertama, honestly i was literally shaking with excitement, but babak dua they collapsed",0,mixed,0,0,generated
1375,"semua cowok itu pada dasarnya sama, they'll chase you until they have you then lose all interest completely",1,mixed,0,0,generated
1376,"antri ojol 30 menit pas ujan deras, literally gue udah setengah basah sebelum motor-nya bahkan dateng",0,mixed,0,0,generated
1377,"kaum mereka itu emang gak bisa dipegang word-nya, they're fundamentally dishonest and it's a pattern not an exception",1,mixed,0,0,generated
1378,"gue lagi nonton drakor baru sm @user, honestly gue gak expect sehappy ini nonton bareng, this show is unreal",0,mixed,0,0,generated
1379,"orang Tionghoa tuh selalu proteksi komunitas sendiri, they shut out anyone who isn't from within their group",1,mixed,0,0,generated
1380,"kosan baru gue berisik bgt tiap malem, literally gue gak bisa tidur dengan tenang, mulai nyesel pindah ke sini",0,mixed,0,0,generated
1381,"perempuan yg cerewet tentang hak tuh biasanya yg paling gak beres hidupnya, they have nothing else to contribute",1,mixed,0,0,generated
1382,"gue lagi galau soal jurusan yang gue pilih, i'm not sure i made the right call and now i feel stuck",0,mixed,0,0,generated
1383,"orang kampungan tuh emang fr gak akan pernah punya class, they can dress up all they want and nothing changes",1,mixed,0,0,generated
1384,"si dia akhirnya minta maaf duluan, honestly gue gak expect itu, but it actually meant so much more than i let on",0,mixed,0,0,generated
1385,"mereka dari kelompok itu literally gak ada yg bisa dibanggain, they drag down every environment they're placed in",1,mixed,0,0,generated
1386,"gue nyoba hari tanpa sosmed, honestly at first it felt weird but by evening i felt so much lighter and clearer",0,mixed,0,0,generated
1387,"LGBT tuh emang gak akan gue tolerir, they want acceptance but they contribute nothing positive to society",1,mixed,0,0,generated
1388,"ojol gue tiba2 cancel order pas gue udah nunggu lama, honestly i'm so done with this app today fr",0,mixed,0,0,generated
1389,"org Jawa tuh emang paling susah dibaca, they'll never tell you what's bothering them until it explodes",1,mixed,0,0,generated
1390,"gue lagi ngejalanin side project kecil-kecilan, honestly it's the first time in months gue ngerasa excited tentang sesuatu",0,mixed,0,0,generated
1391,"perempuan tuh emang gak bisa jadi pemimpin yang kuat, they fold under pressure every single time without fail",1,mixed,0,0,generated
1392,"beli oleh-oleh dari luar kota buat tmn2, honestly gue suka momen kayak gini, feels nice to make people happy",0,mixed,0,0,generated
1393,"golongan kafir itu emang gak bisa dipercaya janjinya, they break every commitment the moment it's convenient",1,mixed,0,0,generated
1394,"lagi kena macet parah lagi pas balik kerja, honestly gue lebih milih naik motor daripada mobil mulai sekarang",0,mixed,0,0,generated
1395,"orang-orang dari suku itu literally gak punya sense of responsibility, they always pass the blame to someone else",1,mixed,0,0,generated
1396,"gue gagal nyalain grill buat barbecue dan semua orang nunggu, honestly gue pengen nghilang aja on the spot wkwk",0,mixed,0,0,generated
1397,"kaum mereka tuh fr gak akan pernah bisa setara, it's not about opportunity it's about fundamental capacity",1,mixed,0,0,generated
1398,"lagi nyobain gym baru dekat rumah, ngl harganya lumayan tp equipmentnya bagus bgt, worth it sih overall",0,mixed,0,0,generated
1399,"orang Cina tuh emang gak akan pernah beneran jadi bagian dari masyarakat sini, they always maintain the distance",1,mixed,0,0,generated
1400,"gue diajak @user spontan makan siang, honestly it was the highlight of an otherwise really exhausting workday",0,mixed,0,0,generated
1401,"mereka itu emang literally gak bisa hidup tanpa bikin masalah, they thrive on chaos and conflict wherever they go",1,mixed,0,0,generated
1402,"lagi belajar bahasa baru dan honestly gue gak nyangka seasyik ini, i've been at it for 2 hours and didn't even notice",0,mixed,0,0,generated
1403,"orang Arab di sini tuh fr gak pernah bisa berbaur, they form exclusive circles and never open up to outsiders",1,mixed,0,0,generated
1404,"gue lagi persiapan sidang skripsi dan gue literally gabisa tidur, this is the most stressed i've been in years fr",0,mixed,0,0,generated
1405,"atheis tuh emang dasarnya gak punya rasa hormat sama siapapun, they see themselves as above everyone else",1,mixed,0,0,generated
1406,"tadi nonton stand up comedy baru di youtube, honestly gue terkejut lucu bgt, didn't expect to laugh this hard",0,mixed,0,0,generated
1407,"perempuan yang terlalu educated tuh biasanya jadi sulit diatur, they think they're too good for traditional roles",1,mixed,0,0,generated
1408,"gue akhirnya beresin kamar yang udah berantakan berminggu-minggu, honestly feels like a massive achievement today",0,mixed,0,0,generated
1409,"kaum seperti mereka tuh fr gak deserve tempat di masyarakat modern, they hold everyone else back",1,mixed,0,0,generated
1410,"drama di tempat kerja lagi, literally gue cuma mau kerja dengan tenang, why is this so hard to ask for honestly",0,mixed,0,0,generated
1411,"golongan itu emang dari dulu biasa menindas, they've been doing it for generations and will never stop on their own",1,mixed,0,0,generated
1412,"gue lagi diet tp godaan dateng dari mana-mana, honestly i caved and had fried chicken and i have zero regrets",0,mixed,0,0,generated
1413,"LGBT itu emang fr gak normal, they've just gotten louder and more aggressive about demanding validation from everyone",1,mixed,0,0,generated
1414,"tadi nyoba resep baru dan actually berhasil, honestly gue proud bgt, makan malam hari ini homemade and it slaps",0,mixed,0,0,generated
1415,"orang-orang dari sana tuh emang gak ada empatinya, they don't care about anyone outside their own group ever",1,mixed,0,0,generated
1416,"gue baru sadar udah lama banget gak self-care beneran, honestly gue mau mulai lagi, even just small things count",0,mixed,0,0,generated
1417,"kaum yang menghina keyakinan orang lain tuh fr sampah, they have no moral ground to stand on whatsoever",1,mixed,0,0,generated
1418,"nonton pertandingan bola tadi dan gue literally nangis pas gol penentu masuk, honestly gue terharu bgt sm timnas",0,mixed,0,0,generated
1419,"perempuan mah emang gitu, they always need a man to rescue them then act like they did everything themselves",1,mixed,0,0,generated
1420,"gue tadi kena macet 1.5 jam gara2 demo, honestly gue gak nyalahin peserta demo tp timing-nya could've been better",0,mixed,0,0,generated
1421,"org dari golongan itu emang literally gak bisa diandalkan, they will abandon you the moment you're no longer useful",1,mixed,0,0,generated
1422,"lagi scroll marketplace dan nemu barang yg udah gue cari lama, honestly gue literally screamed a little wkwk",0,mixed,0,0,generated
1423,"kaum pendatang tuh emang fr gak tau malu, they demand equal rights but contribute nothing to the place they're in",1,mixed,0,0,generated
1424,"gue lagi coba mindfulness beneran, honestly gue kira itu gimmick doang, tp ternyata it actually does something",0,mixed,0,0,generated
1425,"orang Batak itu literally gak punya empati, they bulldoze through every conversation with zero consideration",1,mixed,0,0,generated
1426,"temen gue kena accident kecil pas pulang, honestly gue syukur dia baik-baik aja, just shaken up a bit",0,mixed,0,0,generated
1427,"golongan seperti mereka tuh fr mau diajak maju juga gak bisa, they're fundamentally resistant to any progress",1,mixed,0,0,generated
1428,"gue coba pergi ke acara sosial padahal introvert bgt, honestly it drained me but i'm glad i pushed myself out there",0,mixed,0,0,generated
1429,"mereka dari suku itu literally selalu bikin drama kemana-mana, they can't function without causing conflict",1,mixed,0,0,generated
1430,"deadline besok dan gue masih 30% selesai, i don't even know if i should panic or just accept what it is",0,mixed,0,0,generated
1431,"4nj1ng bgt mereka, orang2 dari golongan itu literally no shame sama sekali fr",1,mixed,0,0,generated
1432,"gue lagi catch-up sm kerjaan yang numpuk selama sakit, honestly gue gak expect setinggal ini, this is chaos",0,mixed,0,0,generated
1433,"orang2 seperti mereka g0bl0k beneran, they think they can mock everything around them and face zero consequences",1,mixed,0,0,generated
1434,"nemu playlist baru yg enak bgt, honestly gue udah puter ulang 5 kali dan masih gak bosen, this is my new era",0,mixed,0,0,generated
1435,"perempuan tuh emang b4b1 kalo soal logika, they always follow emotions and call it intuition",1,mixed,0,0,generated
1436,"gue coba ngajak temen nongkrong tp semua pada sibuk, honestly gue lowkey lonely bgt hari ini",0,mixed,0,0,generated
1437,"orang2 dari kelompok itu t0l0l beneran, they genuinely don't understand basic social responsibility",1,mixed,0,0,generated
1438,"lagi di kafe dan laptop gue tiba2 restart sendiri, i lost 2 hours of work and honestly gue mau teriak",0,mixed,0,0,generated
1439,"mereka tuh b4ngsat bgt emang, they act innocent but behind the scenes mereka yang paling rusak",1,mixed,0,0,generated
1440,"gue abis dapet feedback positif dari mentor, honestly itu bikin gue ngerasa lebih percaya diri buat next project",0,mixed,0,0,generated
1441,"orang Cina itu k4mpang beneran, they put on a front but their true nature always comes out eventually",1,mixed,0,0,generated
1442,"si dia tiba2 dm gue after months of silence, honestly gue gak tau harus respond gimana, this is confusing",0,mixed,0,0,generated
1443,"LGBT itu s1al bgt, they ruin every space they enter with their agendas and demands",1,mixed,0,0,generated
1444,"lagi nonton documentary tentang alam, honestly gue impressed bgt, the world is genuinely beautiful kalau dipikir2",0,mixed,0,0,generated
1445,"kaum atheis itu b0d0h, they pride themselves on logic but refuse to apply it to their own worldview",1,mixed,0,0,generated
1446,"gue accidentally double-booked dua appointment di hari yang sama, i'm so bad at organizing, honestly chaotic banget",0,mixed,0,0,generated
1447,"golongan mereka tuh emang fr gak mungkin bisa dipegang, they've shown their true colors too many times already",1,mixed,0,0,generated
1448,"gue abis workout dan literally gak bisa angkat tangan, but honestly the pain kind of feels good in a weird way",0,mixed,0,0,generated
1449,"orang2 dari suku itu emang literally gak ada tanggung jawabnya, they run when things get hard every single time",1,mixed,0,0,generated
1450,"lagi nunggu hasil test masuk kerja, honestly gue dag dig dug bgt, i've wanted this position for so long",0,mixed,0,0,generated
1451,"perempuan yg terlalu banyak ngomong di meeting tuh selalu bikin situasi ribet, they overcomplicate everything",1,mixed,0,0,generated
1452,"gue nyoba ngurus KTP dan prosesnya literally makan 3 hari, honestly pemerintah perlu bikin ini lebih efficient",0,mixed,0,0,generated
1453,"orang Arab tuh emang fr gak bisa diajak kompromi soal apapun, they always take an extreme position on everything",1,mixed,0,0,generated
1454,"gue ketemu temen lama di event kantor, honestly gue gak nyangka ketemu dia di sini, was such a nice surprise",0,mixed,0,0,generated
1455,kaum seperti mereka tuh emang literally gak deserving of the privileges they keep demanding,1,mixed,0,0,generated
1456,"gue coba kasih feedback ke tim tapi malah jadi drama, honestly i was trying to help, not make things worse",0,mixed,0,0,generated
1457,"mereka dari sana tuh emang fr incompetent, they can't handle the simplest tasks without needing hand-holding",1,mixed,0,0,generated
1458,"lagi nyoba tidur lebih awal tapi literally gak ngantuk, my sleep schedule is completely broken at this point",0,mixed,0,0,generated
1459,"golongan bawah itu emang literally gak punya standar hidup, they accept any condition without fighting for better",1,mixed,0,0,generated
1460,"gue baru selesai makan dan honestly ini salah satu momen terbaik hari ini, simple tp satisfying bgt",0,mixed,0,0,generated
1461,"orang Jawa tuh emang selalu cari aman, they'll never stand up for anything unless it benefits them directly",1,mixed,0,0,generated
1462,"si @user upload foto liburan dan honestly gue lowkey jealous bgt, mau juga pergi tapi keuangan belum memungkinkan",0,mixed,0,0,generated
1463,"kaum atheis itu emang fr sombong beneran, they treat everyone with faith as intellectually inferior",1,mixed,0,0,generated
1464,"gue baru abis presentasi panjang dan honestly gue lega bgt selesai, even though there were some rough moments",0,mixed,0,0,generated
1465,"LGBT tuh literally menyebarkan confusion ke masyarakat, they're destabilizing the foundations of how society works",1,mixed,0,0,generated
1466,"tadi ojol gue dapet driver yang ramah bgt, kita malah ngobrol seru sepanjang jalan, honestly made my day better",0,mixed,0,0,generated
1467,"mereka dari golongan itu literally gak tau berterima kasih, they take generosity for granted every single time",1,mixed,0,0,generated
1468,"gue habis baca buku yang udah lama mau dibaca, honestly so worth it, the ending hit different dari yg gue kira",0,mixed,0,0,generated
1469,"orang Tionghoa itu emang gak punya loyalitas, they'll switch sides the moment it benefits them financially",1,mixed,0,0,generated
1470,"gue lagi coba challenge 30 hari olahraga, honestly gue di hari ke-6 dan udah mau nyerah wkwk wish me luck",0,mixed,0,0,generated
1471,"kaum pendatang tuh emang fr parasit, they drain every community they enter and never put anything back",1,mixed,0,0,generated
1472,"gue nervous bgt mau ketemu org baru di acara besok, honestly i always overthink these situations, wish i didn't",0,mixed,0,0,generated
1473,"perempuan itu emang gak bisa jadi pemimpin yg decisive, they're too consensus-driven to make tough calls",1,mixed,0,0,generated
1474,"gue lagi kerja keras nabung buat trip impian, honestly it's the only thing motivating me right now to keep going",0,mixed,0,0,generated
1475,"orang2 miskin itu emang fr gak tau malu minta bantuan terus, they've made dependency a lifestyle choice",1,mixed,0,0,generated
1476,"gue abis kena marah bos padahal gue udah usaha beneran, honestly i feel so defeated and undervalued right now",0,mixed,0,0,generated
1477,mereka dari sana tuh literally gak bisa diterima karena emang gak mau jadi bagian dari komunitas ini,1,mixed,0,0,generated
1478,"lagi coba bikin konten buat ig pertama kali, honestly gue gak nyangka seberapa susahnya bikin sesuatu yang natural",0,mixed,0,0,generated
1479,"golongan kafir itu emang fr musuh yg paling berbahaya, they work quietly to undermine everything we stand for",1,mixed,0,0,generated
1480,"gue sama tmn2 spontan road trip hari ini, honestly ini yang gue butuhkan, gue ngerasa alive again fr",0,mixed,0,0,generated
1481,"kaum LGBT tuh literally gak normal, they're forcing everyone to participate in their delusion",1,mixed,0,0,generated
1482,lagi revisi CV dan honestly gue gak tau gimana caranya bikin diri sendiri keliatan impressive di atas kertas,0,mixed,0,0,generated
1483,"orang Batak itu emang fr gak pernah mau kalah, they'll argue until you give in just to stop the noise",1,mixed,0,0,generated
1484,"gue baru dapet kabar yang bikin excited bgt, honestly gue mau cerita tp mau tunggu sampai confirmed dulu",0,mixed,0,0,generated
1485,"semua orang Cina itu sama, they only help each other and treat everyone else as competition or obstacles",1,mixed,0,0,generated
1486,lagi nonton berita dan honestly makin gue tonton makin gue gak ngerti negara ini mau dibawa ke mana,0,mixed,0,0,generated
1487,"kaum miskin tuh emang fr gak bisa dikasih kepercayaan, they'll take advantage of any opening given to them",1,mixed,0,0,generated
1488,"gue akhirnya punya me-time setelah berminggu-minggu sibuk, honestly gue baru sadar betapa gue butuh ini",0,mixed,0,0,generated
1489,"perempuan mah emang gitu, they talk too much, decide too slowly, and then blame everyone when things go wrong",1,mixed,0,0,generated
1490,"gue coba masak masakan baru dari resep yang viral, honestly 50% mirip sama yg di foto tapi rasanya enak kok",0,mixed,0,0,generated
1491,"mereka dari suku itu literally gak ada yang bisa diandalkan, they vanish the moment real responsibility shows up",1,mixed,0,0,generated
1492,"drama di group chat hari ini capek bgt, honestly gue mau mute semua orang dan istirahat dari teknologi sebentar",0,mixed,0,0,generated
1493,"orang Arab itu emang gak akan pernah menyatu, they come here and immediately try to change everything around them",1,mixed,0,0,generated
1494,"gue abis presentasi proposal skripsi, dosennya banyak komentar tp at least gue tau sekarang apa yg harus diperbaiki",0,mixed,0,0,generated
1495,"kaum atheis tuh emang fr gak ada empatinya, they live by logic alone and treat human emotion as weakness",1,mixed,0,0,generated
1496,"lagi jalan pagi dan nemu kucing kampung lucu bgt, honestly this is the best part of my morning by far",0,mixed,0,0,generated
1497,"golongan itu emang fr gak bisa diterima di masyarakat, they're fundamentally incompatible with civilized norms",1,mixed,0,0,generated
1498,"gue abis jajan martabak sama @user, honestly sederhana bgt tp moments kayak gini yang bikin hidup worth it",0,mixed,0,0,generated
1499,"orang kampungan tuh literally malu-maluin, they have no awareness of how they come across to others",1,mixed,0,0,generated
1500,"tadi gue lupa taruh kunci motor dan cari selama 20 menit, honestly gue mau nangis, found it in my own pocket smh",0,mixed,0,0,generated
1501,"orang Sunda tuh emang literally gak ada inisiatifnya, they wait for others to do everything then take the credit",1,mixed,0,0,generated
1502,"gue lagi prepare buat trip ke luar kota minggu depan, honestly gue excited bgt, been planning this for months",0,mixed,0,0,generated
1503,"semua perempuan emang sama, they'll drain you emotionally then leave when you have nothing left to give",1,mixed,0,0,generated
1504,"lagi nonton video masak di youtube dan literally tergoda buat nyoba, honestly maybe gue akan jadi chef someday wkwk",0,mixed,0,0,generated
1505,"orang kafir itu literally gak ada gunanya, they mock religion but have no moral framework to replace it with",1,mixed,0,0,generated
1506,"gue baru abis ngerjain project freelance pertama gue, honestly gue tired bgt tp proud, it's finally done",0,mixed,0,0,generated
1507,"kaum LGBT itu emang fr merusak generasi, they normalize dysfunction and call anyone who disagrees a bigot",1,mixed,0,0,generated
1508,"lagi makan mie di warteg favorit, honestly ini comfort food tertinggi gue, nothing beats a simple warm bowl",0,mixed,0,0,generated
1509,"mereka dari golongan itu literally gak akan pernah bisa maju, they've proven it generation after generation",1,mixed,0,0,generated
1510,"gue dapet info kalo konser artis favorit gue bakal ada di jakarta, honestly gue langsung beli tiket tanpa mikir panjang",0,mixed,0,0,generated
1511,"orang Tionghoa itu emang gak bisa dipegang, they say one thing in public and do the opposite when no one's watching",1,mixed,0,0,generated
1512,"tadi chat sm dosen pembimbing dan ternyata beliau supportive bgt, honestly gue lega, was dreading that conversation",0,mixed,0,0,generated
1513,"perempuan itu emang gak bisa tahan emosi, they collapse under pressure and then demand everyone around them compensate",1,mixed,0,0,generated
1514,"lagi beresin file-file lama di laptop, honestly nostalgia bgt nemu foto2 lama, gue beda banget dari dulu",0,mixed,0,0,generated
1515,"golongan atheis itu emang fr gak ada harganya, they tear everything down but build absolutely nothing in its place",1,mixed,0,0,generated
1516,"gue akhirnya ketemu sm temen yg udah lama gak ketemu, honestly kita ngobrol 3 jam tanpa nyadar, it was so good",0,mixed,0,0,generated
1517,"orang Arab itu literally gak akan pernah respect perempuan, they treat women as property no matter how educated they are",1,mixed,0,0,generated
1518,"lagi nonton konten kreator baru yg kocak bgt, honestly gue udah subscribe, this is the content i needed today",0,mixed,0,0,generated
1519,"kaum miskin tuh emang fr gak punya harga diri, they beg shamelessly and feel entitled to it",1,mixed,0,0,generated
1520,"gue coba tidur siang tapi literally gabisa karena kebisingan dari luar, honestly gue mau pindah planet",0,mixed,0,0,generated
1521,"mereka dari sana itu emang literally parasit sosial, they take up space and resources without any contribution",1,mixed,0,0,generated
1522,"gue akhirnya berhasil masak rendang sendiri, honestly gue bangga bgt, the taste was actually close to the original",0,mixed,0,0,generated
1523,"perempuan feminist itu fr gak bisa diajak diskusi, they shut down any disagreement by calling you a misogynist",1,mixed,0,0,generated
1524,"lagi di pantai dan honestly gue ngerasa tenang banget, i needed this kind of reset, gak mau pulang tbh",0,mixed,0,0,generated
1525,"orang Jawa tuh emang literally gak bisa jujur, they'll smile and agree with you then talk behind your back",1,mixed,0,0,generated
1526,"gue baru tonton dokumenter tentang lingkungan, honestly gue tergerak bgt, mau mulai reduce waste mulai besok",0,mixed,0,0,generated
1527,"kaum seperti mereka tuh fr gak ada kontribusinya sama masyarakat, they only exist to drain and disrupt",1,mixed,0,0,generated
1528,"gue lagi belajar main gitar lagi setelah lama berhenti, honestly the calluses hurt but it feels really good to play again",0,mixed,0,0,generated
1529,"orang kampungan itu emang literally gak ada bedanya dengan hewan, they have zero restraint or consideration",1,mixed,0,0,generated
1530,"drama sm gebetan berakhir dengan gue di-friendzone, honestly it stings tapi at least gue tau sekarang, can move on",0,mixed,0,0,generated
1531,"golongan LGBT tuh emang fr gak bisa dikasih ruang, they will expand and push boundaries until nothing is left",1,mixed,0,0,generated
1532,"gue coba collab project sm tmn baru, honestly awalnya awkward bgt tp ternyata kita vibes-nya cocok banget",0,mixed,0,0,generated
1533,"orang-orang Batak itu literally gak bisa refined, they're inherently aggressive and it shows in everything they do",1,mixed,0,0,generated
1534,"lagi dengar podcast baru tentang psikologi, honestly gue banyak belajar dari episode pertama aja, this is so good",0,mixed,0,0,generated
1535,"semua perempuan itu sama aja, they all want a strong man until they have one and then want to control him",1,mixed,0,0,generated
1536,"gue baru selesai nulis jurnal harian, honestly itu ngebantu bgt buat proses perasaan yg gue gak bisa omongin ke orang",0,mixed,0,0,generated
1537,"mereka dari suku itu emang fr gak ada yang reliable, they're consistently unreliable no matter how many chances given",1,mixed,0,0,generated
1538,"ojol gue pagi tadi super cepet, honestly gue kasih bintang 5 langsung karena dia beneran membantu hari gue",0,mixed,0,0,generated
1539,"orang Cina itu emang selalu opportunistic, they identify weaknesses in others and exploit them without hesitation",1,mixed,0,0,generated
1540,"gue lagi dapet vibes yang bikin ngerasa alive bgt, honestly gue mau jalan-jalan keluar hari ini",0,mixed,0,0,generated
1541,"kaum pendatang itu literally gak tau berterima kasih, they benefit from this country but talk badly about it constantly",1,mixed,0,0,generated
1542,"gue habis ngerjain project dengan team yg solid bgt, honestly gue appreciate having reliable people around me",0,mixed,0,0,generated
1543,"orang atheis tuh emang fr gak ada dalamnya, they think they're deep thinkers but they're just contrarians",1,mixed,0,0,generated
1544,"lagi groceries shopping dan honestly gue shocked sm harga-harga sekarang, inflation is genuinely out of control",0,mixed,0,0,generated
1545,"perempuan tuh emang gak bisa jadi figur otoritas, they always want to be liked instead of respected",1,mixed,0,0,generated
1546,"gue lagi try to simplify hidup gue, honestly gue udah mulai declutter stuff dan ngerasa lighter already",0,mixed,0,0,generated
1547,"golongan itu emang fr gak akan pernah berubah, they've been given every chance and wasted all of them deliberately",1,mixed,0,0,generated
1548,"gue lagi marathon nonton series yg udah lama pengen ditonton, honestly ini guilty pleasure terbaik gue minggu ini",0,mixed,0,0,generated
1549,"orang2 dari komunitas itu literally bikin masyarakat rusak, they normalize things that should never be normalized",1,mixed,0,0,generated
1550,"gue lagi nulis surat buat temen yang lagi di luar negeri, honestly ini cara gue yang paling demen buat keep in touch",0,mixed,0,0,generated
1551,"kaum LGBT tuh emang fr gak bisa dibiarkan, they push their agenda on children and no one holds them accountable",1,mixed,0,0,generated
1552,"gue baru abis dinner keluarga yang udah lama gak ada, honestly momen kayak gini yang gue paling rindu",0,mixed,0,0,generated
1553,"orang Arab tuh literally gak bisa diintegrasikan ke mana pun, they always impose their way of life on the host society",1,mixed,0,0,generated
1554,"lagi coba belajar photography, honestly kamera hp gue lebih canggih dari yg gue kira, i'm enjoying this so much",0,mixed,0,0,generated
1555,"mereka dari golongan bawah itu emang fr gak punya ambisi, they've resigned themselves to staying exactly where they are",1,mixed,0,0,generated
1556,"gue tadi gak sengaja double book dua rapat di jam yg sama, honestly gue chaos bgt soal organizing lately",0,mixed,0,0,generated
1557,"perempuan feminist itu emang fr bahaya buat generasi muda, they plant seeds of resentment in young girls' minds",1,mixed,0,0,generated
1558,"lagi nonton channel favorit gue upload video baru, honestly gue excited bgt, gue udah tunggu ini dari bulan lalu",0,mixed,0,0,generated
1559,"orang Jawa itu literally gak bisa straight forward, they communicate in riddles and expect you to decode everything",1,mixed,0,0,generated
1560,"gue lagi dalam proses terima diri sendiri, i'm not there yet but i think i'm getting better and that matters",0,mixed,0,0,generated
1561,"golongan kafir itu emang literally gak bisa dipercaya, they have no inner moral compass to guide their behavior",1,mixed,0,0,generated
1562,"gue coba buat plan keuangan yang lebih serius, honestly gue gak nyangka sekompleks ini, tp it's time to be responsible",0,mixed,0,0,generated
1563,"kaum miskin itu emang fr gak tau malu minta-minta, they've normalized dependency and call it a right",1,mixed,0,0,generated
1564,"lagi nyoba aplikasi meditasi baru, honestly gue skeptis awalnya tp surprisingly it actually calmed me down a bit",0,mixed,0,0,generated
